ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language,Cluster
31,58,Female,Married,3480.926198,5/3/2020,16322.1,158.961,Master's Degree,Maharashtra,Nurse,policy3,Chat,policy3,Group,Phone,In-Person Meeting,Weekends,German,3
32,31,Female,Single,2202.980753,1/16/2025,18918.2,782.436,Doctorate,Assam,Salesperson,policy1,Phone,policy2,Business,Email,In-Person Meeting,Evening,English,1
33,61,Female,Married,3993.571898,1/31/2017,33381.6,224.022,Associate Degree,Bihar,Manager,policy1,In-Person,policy1,Group,Text,Phone,Evening,Spanish,3
34,32,Male,Married,3256.694417,3/18/2022,20057.5,570.158,Doctorate,Uttarakhand,Entrepreneur,policy1,Mobile App,policy5,Business,In-Person Meeting,Email,Morning,Spanish,2
35,64,Female,Married,5317.433492,5/17/2013,46954.3,454.147,Associate Degree,Chandigarh,Lawyer,policy5,In-Person,policy1,Business,Text,Mail,Weekends,Spanish,3
36,30,Male,Single,1587.215429,6/8/2022,44845.6,1403.536,Doctorate,Telangana,Engineer,policy5,Mobile App,policy4,Group,Email,Mail,Evening,Spanish,1
37,40,Female,Married,2397.402006,9/17/2023,37904.1,893.829,Bachelor's Degree,Chhattisgarh,Manager,policy5,Mobile App,policy1,Family,Email,Phone,Afternoon,French,2
38,36,Male,Married,1003.520688,7/4/2019,46005.1,717.988,Associate Degree,Dadra and Nagar Haveli,Lawyer,policy4,In-Person,policy4,Individual,Mail,Phone,Morning,Spanish,2
39,26,Female,Single,1963.14038,4/25/2024,24117.2,1041.551,High School Diploma,Meghalaya,Entrepreneur,policy3,Phone,policy2,Group,Email,Text,Anytime,English,1
40,29,Female,Divorced,5385.913493,10/11/2024,47087.3,95.064,Bachelor's Degree,Goa,Entrepreneur,policy5,Mobile App,policy1,Individual,Phone,Email,Morning,English,4
41,38,Male,Widowed,11064.52462,2/15/2023,7904.8,9.944,Master's Degree,Bihar,Entrepreneur,policy3,Email,policy1,Family,Text,Mail,Weekends,German,4
42,50,Female,Divorced,6747.870414,9/25/2022,26896.1,54.015,Bachelor's Degree,Lakshadweep,Artist,policy1,Email,policy1,Individual,Mail,Mail,Afternoon,English,4
43,51,Male,Single,8486.496032,8/3/2024,8474.3,9.463,Doctorate,Andhra Pradesh,Engineer,policy4,Phone,policy5,Individual,Mail,Phone,Anytime,Spanish,4
44,43,Female,Married,4918.540344,4/26/2017,20294.8,175.491,Bachelor's Degree,Manipur,Artist,policy3,Phone,policy3,Family,Phone,In-Person Meeting,Afternoon,German,3
45,26,Male,Single,1804.799814,9/18/2023,16458.5,730.14,Master's Degree,Himachal Pradesh,Artist,policy3,In-Person,policy1,Business,Email,Phone,Afternoon,French,1
46,26,Female,Widowed,6591.33124,2/18/2025,7545.7,31.497,High School Diploma,Himachal Pradesh,Entrepreneur,policy3,Chat,policy4,Individual,Text,Mail,Weekends,French,4
47,51,Male,Single,4052.117477,8/7/2020,10101.2,63.689,Associate Degree,Andaman and Nicobar Islands,Lawyer,policy1,Phone,policy2,Business,In-Person Meeting,Email,Morning,Spanish,3
48,52,Male,Married,3323.853896,8/11/2024,48674.2,917.584,High School Diploma,Lakshadweep,Teacher,policy2,Mobile App,policy4,Family,In-Person Meeting,Phone,Anytime,German,2
49,40,Female,Married,6158.60092,9/12/2022,5084,19.419,Master's Degree,Chhattisgarh,Salesperson,policy5,Phone,policy1,Group,Mail,In-Person Meeting,Morning,Spanish,4
50,43,Female,Single,4568.320384,11/27/2021,45836.6,89.336,Doctorate,Bihar,Manager,policy1,Mobile App,policy5,Business,In-Person Meeting,Phone,Evening,English,4
51,39,Female,Divorced,3207.178304,4/26/2023,39898,548.775,Bachelor's Degree,Odisha,Manager,policy5,Phone,policy3,Family,Mail,In-Person Meeting,Weekends,Spanish,2
52,41,Male,Divorced,2948.088779,10/1/2021,7815.1,164.221,High School Diploma,Nagaland,Lawyer,policy2,Phone,policy3,Business,Text,Phone,Morning,Mandarin,2
53,26,Female,Single,1208.701656,6/25/2024,30039.6,913.966,High School Diploma,Jharkhand,Entrepreneur,policy1,Phone,policy5,Business,Email,Text,Anytime,English,1
54,33,Female,Married,2972.972528,10/24/2024,45581.8,575.218,Associate Degree,Gujarat,Lawyer,policy4,Phone,policy2,Family,Mail,Mail,Weekends,Mandarin,2
55,25,Female,Single,1722.017619,9/14/2022,23386.8,827.809,Associate Degree,Andaman and Nicobar Islands,Manager,policy3,Mobile App,policy3,Business,Text,Phone,Afternoon,Mandarin,1
56,35,Female,Married,1636.514394,1/6/2025,49987.7,2122.444,Doctorate,Himachal Pradesh,Teacher,policy3,Mobile App,policy1,Individual,In-Person Meeting,Email,Anytime,Spanish,1
57,20,Male,Single,1777.581551,7/13/2024,18633,864.237,Doctorate,Kerala,Teacher,policy1,Email,policy3,Group,In-Person Meeting,In-Person Meeting,Evening,Spanish,1
58,57,Male,Married,3603.96899,8/7/2024,41256.6,347.337,High School Diploma,Haryana,Salesperson,policy2,Mobile App,policy5,Group,Mail,Phone,Evening,German,3
59,34,Female,Single,1988.319454,7/15/2022,35411.9,1679.058,Doctorate,Lakshadweep,Artist,policy1,Mobile App,policy5,Business,Text,Phone,Weekends,French,1
60,35,Male,Single,7107.267658,10/17/2022,32930.2,69.212,Doctorate,Manipur,Salesperson,policy2,In-Person,policy1,Group,Mail,Text,Weekends,German,4
61,39,Female,Married,8626.593598,5/22/2021,7679.7,37.781,Master's Degree,Telangana,Engineer,policy3,Chat,policy3,Business,Text,Email,Anytime,German,4
62,63,Female,Widowed,3596.537875,4/5/2018,46656.1,284.071,Doctorate,Delhi,Entrepreneur,policy1,Phone,policy1,Business,Phone,In-Person Meeting,Evening,French,3
63,31,Male,Single,10605.44146,3/9/2022,33048.8,99.811,Doctorate,Mizoram,Doctor,policy1,Email,policy4,Individual,Text,Email,Afternoon,English,4
64,41,Female,Married,1511.268845,12/18/2024,47511.3,959.59,Associate Degree,Himachal Pradesh,Doctor,policy1,Chat,policy5,Group,Email,Email,Evening,Mandarin,2
65,27,Male,Single,1870.147116,11/2/2023,35562.8,1768.654,Doctorate,Tripura,Doctor,policy5,In-Person,policy3,Family,Email,In-Person Meeting,Morning,Mandarin,1
66,49,Male,Married,8729.811479,8/14/2021,29395,32.505,Master's Degree,Punjab,Entrepreneur,policy3,Mobile App,policy1,Individual,Email,Mail,Evening,German,4
67,58,Female,Married,4219.567624,9/12/2021,35726.8,250.689,High School Diploma,Delhi,Salesperson,policy5,Mobile App,policy2,Family,Email,Mail,Anytime,Mandarin,3
68,43,Male,Divorced,9429.905621,3/20/2023,41471.6,110.938,Doctorate,Uttarakhand,Teacher,policy5,Phone,policy2,Group,Phone,Email,Morning,German,4
69,45,Female,Married,2345.459995,3/19/2024,27449,401.565,Bachelor's Degree,Arunachal Pradesh,Nurse,policy5,Chat,policy4,Business,Text,Text,Morning,Spanish,2
70,25,Female,Single,968.0238483,11/10/2024,17240.9,529.988,Master's Degree,Jharkhand,Entrepreneur,policy4,Mobile App,policy2,Business,Email,Mail,Evening,German,1
71,42,Male,Married,2802.836683,4/7/2023,49190.4,659.848,Associate Degree,Dadra and Nagar Haveli,Teacher,policy2,Mobile App,policy4,Family,Mail,In-Person Meeting,Afternoon,German,2
72,32,Male,Married,8902.362332,3/8/2023,25901.9,55.905,Doctorate,Arunachal Pradesh,Artist,policy3,Chat,policy3,Individual,Phone,In-Person Meeting,Weekends,French,4
73,26,Female,Single,1686.962378,3/2/2025,17146.5,583.832,Master's Degree,Uttar Pradesh,Salesperson,policy4,Mobile App,policy1,Family,Email,Text,Evening,Mandarin,1
74,57,Male,Married,2983.253301,5/22/2017,41965.3,348.382,Associate Degree,Andhra Pradesh,Lawyer,policy2,Mobile App,policy1,Individual,Phone,Text,Morning,German,3
75,75,Female,Widowed,4933.704995,9/9/2023,33981.9,253.303,High School Diploma,Karnataka,Manager,policy5,In-Person,policy1,Business,Email,Email,Weekends,Mandarin,3
76,43,Male,Single,9592.007672,3/2/2022,35500.9,170.458,Bachelor's Degree,Assam,Artist,policy3,Phone,policy1,Group,Email,Phone,Weekends,Spanish,4
77,36,Female,Divorced,2322.280421,9/13/2023,44360.5,1305.033,Associate Degree,Andaman and Nicobar Islands,Nurse,policy2,Mobile App,policy4,Group,Phone,Phone,Afternoon,German,2
78,40,Female,Single,2479.547838,1/19/2021,36503.1,561.098,Associate Degree,Delhi,Nurse,policy3,Phone,policy5,Group,In-Person Meeting,Phone,Morning,Spanish,2
79,36,Female,Divorced,8589.346234,2/23/2023,46554.7,59.564,Doctorate,Sikkim,Manager,policy2,In-Person,policy3,Group,Email,In-Person Meeting,Weekends,German,4
80,40,Female,Married,2928.021369,3/25/2024,17310.6,402.268,Doctorate,Assam,Teacher,policy1,Chat,policy1,Individual,Email,Phone,Afternoon,German,2
81,38,Male,Married,3644.727062,1/24/2023,11621.6,218.959,Associate Degree,Uttarakhand,Doctor,policy3,Mobile App,policy5,Family,Text,Phone,Afternoon,French,2
82,50,Female,Married,5077.60701,2/18/2017,24961.8,191.772,Bachelor's Degree,Karnataka,Entrepreneur,policy1,Email,policy3,Group,In-Person Meeting,Phone,Afternoon,English,3
83,34,Female,Married,3482.811453,9/30/2020,20116.5,415.032,Bachelor's Degree,Uttarakhand,Manager,policy2,Chat,policy2,Business,In-Person Meeting,Email,Weekends,English,2
84,25,Female,Single,2065.267532,8/11/2022,25462.5,1215.542,Associate Degree,Lakshadweep,Doctor,policy5,Mobile App,policy4,Business,Text,In-Person Meeting,Anytime,French,1
85,36,Female,Married,2526.89563,11/11/2024,10950,315.156,Associate Degree,Andhra Pradesh,Manager,policy3,Email,policy5,Business,Text,In-Person Meeting,Morning,English,2
86,40,Female,Married,5770.191873,2/19/2024,49973.2,68.94,High School Diploma,Madhya Pradesh,Engineer,policy2,Mobile App,policy3,Family,Text,Phone,Weekends,French,4
87,41,Female,Married,2146.481946,3/27/2023,41246.2,886.206,Doctorate,Odisha,Salesperson,policy3,Email,policy2,Family,Mail,In-Person Meeting,Morning,English,2
88,28,Male,Single,1526.308299,5/3/2022,22520.3,779.686,High School Diploma,Bihar,Engineer,policy2,Mobile App,policy5,Family,Email,Phone,Afternoon,French,1
89,43,Female,Divorced,10024.57937,1/15/2025,23716.3,61.833,Associate Degree,Uttarakhand,Lawyer,policy3,Mobile App,policy2,Group,Mail,Email,Morning,Spanish,4
90,43,Male,Married,3608.583287,6/3/2023,36645.6,759.045,Master's Degree,Puducherry,Doctor,policy5,Phone,policy2,Business,Email,In-Person Meeting,Weekends,English,2
91,33,Female,Divorced,3264.914467,7/23/2020,48547.7,747.161,Master's Degree,Uttarakhand,Manager,policy1,Mobile App,policy5,Group,Email,In-Person Meeting,Afternoon,German,2
92,43,Male,Divorced,11100.36746,3/25/2022,42013.4,171.756,Associate Degree,Assam,Salesperson,policy4,Chat,policy1,Family,Mail,Text,Morning,English,4
93,37,Male,Divorced,4447.501587,11/5/2019,13502.4,184.837,Associate Degree,Bihar,Teacher,policy2,In-Person,policy1,Group,Text,Mail,Morning,English,2
94,29,Male,Divorced,9238.079093,10/24/2023,16214.3,66.3,Master's Degree,Haryana,Lawyer,policy3,Mobile App,policy5,Group,Mail,Phone,Evening,English,4
95,37,Female,Married,3870.801123,11/25/2022,12670.9,301.649,Doctorate,Puducherry,Doctor,policy1,Chat,policy4,Family,Email,Email,Weekends,French,2
96,32,Male,Single,2079.989634,10/14/2023,29855,1098.589,High School Diploma,Tripura,Salesperson,policy3,In-Person,policy5,Family,Mail,Mail,Weekends,German,1
97,42,Female,Married,2527.717198,3/28/2025,32519.4,754.249,Doctorate,Dadra and Nagar Haveli,Lawyer,policy5,Email,policy5,Group,Email,In-Person Meeting,Weekends,German,2
98,31,Female,Married,3762.701217,7/27/2024,32766.7,591.129,High School Diploma,Puducherry,Salesperson,policy3,Phone,policy3,Group,Text,In-Person Meeting,Morning,German,2
99,40,Male,Married,3468.537324,5/19/2023,37589.7,250.283,Master's Degree,Chhattisgarh,Entrepreneur,policy1,Mobile App,policy1,Family,Text,In-Person Meeting,Evening,German,3
100,40,Male,Married,2227.965772,3/1/2025,6835.4,199.719,High School Diploma,Dadra and Nagar Haveli,Manager,policy2,Chat,policy2,Business,Phone,Text,Morning,German,2
101,27,Male,Single,2178.259443,4/29/2024,20290.6,728.963,Bachelor's Degree,Arunachal Pradesh,Salesperson,policy3,Mobile App,policy2,Group,Text,Text,Weekends,English,1
102,31,Male,Single,1556.541561,6/11/2022,17097.5,831.632,High School Diploma,Jharkhand,Engineer,policy2,In-Person,policy3,Business,Text,Phone,Weekends,German,1
103,52,Female,Married,5606.051769,4/29/2017,10865.5,69.732,High School Diploma,Tamil Nadu,Engineer,policy2,Phone,policy3,Group,Phone,Mail,Weekends,German,3
104,44,Female,Single,7506.637447,7/17/2022,47899,116.786,Doctorate,Uttar Pradesh,Nurse,policy2,Mobile App,policy3,Business,In-Person Meeting,Email,Afternoon,Mandarin,4
105,20,Female,Single,1655.866211,3/14/2025,26646.4,887.226,High School Diploma,Tamil Nadu,Entrepreneur,policy2,Mobile App,policy5,Group,Text,In-Person Meeting,Weekends,German,1
106,52,Male,Married,3834.979809,10/14/2021,17645.7,99.246,Bachelor's Degree,Lakshadweep,Manager,policy2,Phone,policy2,Family,In-Person Meeting,In-Person Meeting,Weekends,German,3
107,18,Female,Single,2079.846881,7/21/2024,16529.4,627.1,Doctorate,Uttarakhand,Salesperson,policy3,Chat,policy5,Family,Email,Mail,Afternoon,French,1
108,32,Male,Single,1152.641248,6/2/2024,19744.3,863.965,Master's Degree,Gujarat,Entrepreneur,policy1,Email,policy4,Business,Phone,In-Person Meeting,Evening,French,1
109,57,Female,Widowed,4231.174946,11/13/2018,27690.5,265.778,Doctorate,Uttar Pradesh,Nurse,policy5,Chat,policy2,Group,In-Person Meeting,In-Person Meeting,Afternoon,French,3
110,48,Female,Married,2285.209988,9/7/2020,41463.3,376.932,Doctorate,Bihar,Teacher,policy1,Mobile App,policy1,Group,Mail,Email,Morning,Mandarin,3
111,36,Female,Divorced,9684.300508,5/5/2023,27702.1,68.364,Associate Degree,Puducherry,Lawyer,policy2,Mobile App,policy1,Group,Text,Email,Evening,German,4
112,24,Male,Single,1490.557739,1/28/2025,25789.2,984.495,High School Diploma,Andaman and Nicobar Islands,Salesperson,policy1,In-Person,policy2,Business,In-Person Meeting,In-Person Meeting,Afternoon,Spanish,1
113,43,Male,Single,3765.547705,10/3/2019,43035,239.954,Master's Degree,Himachal Pradesh,Nurse,policy5,In-Person,policy1,Family,Email,Mail,Weekends,Mandarin,3
114,40,Male,Single,974.9328738,6/5/2022,16102.2,479.881,High School Diploma,West Bengal,Nurse,policy3,Chat,policy2,Family,Mail,In-Person Meeting,Weekends,German,2
115,30,Female,Married,1077.521896,7/3/2022,48300.6,1888.766,Doctorate,Arunachal Pradesh,Doctor,policy1,Chat,policy1,Group,Text,Phone,Morning,Spanish,1
116,37,Male,Single,8622.043069,12/5/2024,7096.8,24.573,Bachelor's Degree,Punjab,Teacher,policy2,In-Person,policy2,Business,Mail,Mail,Anytime,English,4
117,43,Male,Widowed,3811.577112,7/4/2019,35286.2,249.24,Associate Degree,Delhi,Salesperson,policy5,Email,policy3,Individual,Text,Phone,Weekends,English,3
118,57,Male,Widowed,4488.930732,3/23/2016,16077.6,126.981,Doctorate,Punjab,Teacher,policy5,Mobile App,policy2,Business,Text,In-Person Meeting,Morning,Mandarin,3
119,24,Female,Single,1656.153209,12/17/2023,48183.9,2366.457,Doctorate,Chhattisgarh,Teacher,policy1,Chat,policy2,Business,Email,Email,Afternoon,Spanish,1
120,52,Male,Married,6052.858964,5/20/2023,14360.8,63.498,Associate Degree,Manipur,Doctor,policy3,Mobile App,policy3,Business,Email,Mail,Anytime,Spanish,4
121,35,Female,Single,2210.597679,4/5/2022,47333.2,1269.39,High School Diploma,Odisha,Nurse,policy2,Chat,policy1,Group,Text,In-Person Meeting,Morning,French,2
122,66,Male,Single,2634.303696,2/14/2023,42245.4,211.565,Doctorate,Tamil Nadu,Lawyer,policy3,Email,policy1,Group,Mail,Phone,Weekends,Spanish,3
123,51,Male,Married,3628.425591,5/12/2022,27518,415.707,High School Diploma,Odisha,Nurse,policy4,Chat,policy2,Business,Email,In-Person Meeting,Weekends,English,2
124,42,Female,Single,8567.430543,5/29/2021,19811.2,93.756,Master's Degree,Sikkim,Doctor,policy2,Phone,policy2,Individual,Text,Phone,Weekends,Spanish,4
125,66,Female,Married,3124.962249,4/19/2015,41844.4,246.328,Doctorate,Goa,Teacher,policy4,Mobile App,policy1,Group,In-Person Meeting,Email,Weekends,German,3
126,47,Female,Widowed,3670.345043,7/17/2015,13069.1,79.75,Associate Degree,Lakshadweep,Artist,policy1,Chat,policy1,Group,In-Person Meeting,In-Person Meeting,Morning,German,3
127,38,Male,Widowed,11178.59023,8/31/2024,41002.9,136.97,Doctorate,Tripura,Salesperson,policy2,In-Person,policy1,Individual,In-Person Meeting,Phone,Evening,German,4
128,26,Female,Married,1422.565712,1/26/2024,39575.7,1546.452,Doctorate,Andhra Pradesh,Entrepreneur,policy3,In-Person,policy1,Family,In-Person Meeting,Phone,Evening,German,1
129,52,Male,Divorced,11911.08954,4/24/2021,25444.6,48.532,Associate Degree,Andaman and Nicobar Islands,Teacher,policy3,Phone,policy3,Group,Text,Phone,Anytime,German,4
130,40,Male,Divorced,4543.856235,3/6/2023,23515.1,40.966,Master's Degree,Andaman and Nicobar Islands,Entrepreneur,policy4,Chat,policy1,Group,Email,Phone,Morning,French,4
131,42,Female,Single,3377.349682,11/12/2013,33079,245.901,Associate Degree,Uttarakhand,Nurse,policy4,In-Person,policy1,Group,Mail,Phone,Evening,French,3
132,29,Male,Single,1953.40033,12/21/2024,25761.1,1085.188,Bachelor's Degree,Uttar Pradesh,Nurse,policy2,In-Person,policy1,Group,In-Person Meeting,Email,Morning,German,1
133,28,Male,Married,8214.952745,1/26/2025,37056.2,115.957,Doctorate,Bihar,Teacher,policy5,Mobile App,policy4,Individual,In-Person Meeting,Mail,Morning,English,4
134,71,Female,Widowed,3297.469573,3/18/2015,44336.9,362.513,Associate Degree,Haryana,Entrepreneur,policy5,In-Person,policy4,Group,Text,Mail,Anytime,Spanish,3
135,38,Female,Divorced,3102.026375,5/24/2020,43436.9,1127.877,Doctorate,Rajasthan,Artist,policy1,Email,policy4,Group,Phone,Text,Evening,English,2
136,27,Male,Separated,1487.231918,10/28/2024,43659.8,1381.546,Master's Degree,Uttarakhand,Manager,policy3,Phone,policy3,Group,Mail,Email,Weekends,German,1
137,39,Male,Single,6955.772336,6/30/2023,27038.6,56.718,Associate Degree,Goa,Entrepreneur,policy3,Mobile App,policy4,Business,Phone,Phone,Evening,French,4
138,65,Female,Married,4488.434458,9/27/2021,18237.1,147.372,High School Diploma,Delhi,Salesperson,policy2,Email,policy2,Business,Email,In-Person Meeting,Evening,French,3
139,47,Male,Single,5794.194679,8/23/2021,35932,70.57,Associate Degree,Delhi,Teacher,policy2,Phone,policy2,Group,In-Person Meeting,In-Person Meeting,Morning,Mandarin,4
140,20,Female,Single,2132.097116,11/21/2023,48347.8,1836.555,Bachelor's Degree,Madhya Pradesh,Lawyer,policy4,Chat,policy5,Family,Email,In-Person Meeting,Anytime,Spanish,1
141,40,Male,Married,2720.246991,2/8/2023,20647,560.455,Master's Degree,Madhya Pradesh,Salesperson,policy4,Email,policy5,Business,In-Person Meeting,Phone,Weekends,Mandarin,2
142,37,Female,Married,8447.892268,7/1/2024,48410.7,136.91,High School Diploma,Manipur,Teacher,policy3,Mobile App,policy5,Business,Email,In-Person Meeting,Anytime,German,4
143,68,Male,Married,3262.306547,1/12/2015,33044.4,240.861,Bachelor's Degree,Bihar,Manager,policy2,Email,policy3,Business,In-Person Meeting,In-Person Meeting,Evening,English,3
144,54,Male,Single,4593.87223,7/27/2013,49203.7,372.185,Associate Degree,Andhra Pradesh,Lawyer,policy2,Mobile App,policy1,Family,Phone,In-Person Meeting,Weekends,German,3
145,30,Female,Divorced,7371.008768,9/21/2022,49803.2,247.582,Associate Degree,Mizoram,Salesperson,policy3,In-Person,policy2,Individual,In-Person Meeting,Text,Morning,Spanish,4
146,53,Male,Single,3701.397264,10/7/2023,40674.2,267.58,Doctorate,Madhya Pradesh,Salesperson,policy4,Email,policy1,Family,Text,In-Person Meeting,Afternoon,German,3
147,43,Male,Single,6023.72361,3/7/2022,41247,51.813,Associate Degree,Chandigarh,Manager,policy2,Chat,policy1,Individual,Email,Text,Anytime,English,4
148,42,Female,Single,1582.563337,9/25/2020,48798.5,664.814,Doctorate,Daman and Diu,Lawyer,policy1,Chat,policy1,Individual,Mail,In-Person Meeting,Weekends,French,2
149,62,Male,Married,5451.270895,2/6/2014,31313.6,273.433,Doctorate,Puducherry,Manager,policy1,In-Person,policy4,Individual,Phone,Text,Afternoon,French,3
150,30,Female,Single,1652.010642,4/20/2024,44360,1719.041,Doctorate,Madhya Pradesh,Manager,policy3,In-Person,policy3,Business,Email,In-Person Meeting,Weekends,Spanish,1
151,45,Female,Married,8802.126085,11/24/2022,49303.5,138.48,Master's Degree,Delhi,Engineer,policy3,In-Person,policy1,Family,Phone,Email,Evening,French,4
152,40,Male,Single,10090.48711,4/25/2023,8790.5,11.288,Master's Degree,Punjab,Entrepreneur,policy5,Mobile App,policy5,Business,Text,Text,Weekends,Spanish,4
153,37,Female,Divorced,9448.249294,8/14/2023,23320.6,110.873,Associate Degree,Tripura,Entrepreneur,policy3,Email,policy2,Individual,Text,In-Person Meeting,Evening,English,4
154,55,Male,Married,4295.87858,1/18/2024,30046.3,177.788,Master's Degree,Assam,Teacher,policy3,Mobile App,policy1,Family,Mail,Mail,Afternoon,French,3
155,71,Male,Married,4088.469328,3/16/2023,23951.8,235.098,Associate Degree,Mizoram,Entrepreneur,policy1,Mobile App,policy5,Group,Email,Phone,Morning,French,3
156,28,Male,Single,1554.85044,7/12/2023,33642.9,1546.708,Associate Degree,West Bengal,Artist,policy1,Email,policy1,Business,Text,In-Person Meeting,Weekends,German,1
