ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language,Cluster
891,20,Female,Single,1775.549171,8/2/2023,46247.8,2013.137,Associate Degree,Daman and Diu,Artist,policy1,Phone,policy3,Group,In-Person Meeting,Phone,Afternoon,Mandarin,1
575,21,Male,Single,2340.571468,6/11/2023,5694.9,198.261,High School Diploma,Goa,Nurse,policy5,Chat,policy2,Individual,Email,Email,Morning,German,1
2634,26,Female,Single,1825.543235,3/12/2022,47530.9,1581.376,Master's Degree,Andaman and Nicobar Islands,Lawyer,policy2,In-Person,policy1,Individual,Mail,Phone,Morning,French,1
1284,29,Female,Single,1534.606919,5/30/2022,9039.7,315.549,High School Diploma,Tamil Nadu,Entrepreneur,policy2,Mobile App,policy4,Business,Text,Mail,Afternoon,French,1
2454,25,Female,Single,1769.563723,3/19/2022,47848.6,1642.872,High School Diploma,West Bengal,Salesperson,policy1,In-Person,policy4,Family,Email,In-Person Meeting,Weekends,German,1
3163,23,Female,Married,1326.850367,1/17/2024,16229.6,619.755,High School Diploma,Karnataka,Engineer,policy5,Phone,policy4,Individual,Text,Mail,Evening,French,1
839,24,Female,Single,1693.846902,6/3/2022,7430,293.641,Bachelor's Degree,Daman and Diu,Nurse,policy3,In-Person,policy5,Family,Phone,Text,Afternoon,German,1
3055,27,Male,Married,2293.336289,12/1/2023,48302.7,2354.648,Associate Degree,Lakshadweep,Nurse,policy5,Email,policy3,Individual,Email,In-Person Meeting,Anytime,Spanish,1
1433,27,Male,Single,1586.84464,8/1/2023,20348.7,773.859,Doctorate,Gujarat,Salesperson,policy3,Phone,policy1,Business,Phone,Mail,Morning,German,1
2245,20,Female,Single,1863.862911,1/7/2023,31676.5,1217.168,Master's Degree,Arunachal Pradesh,Nurse,policy1,Mobile App,policy2,Group,Mail,Mail,Anytime,French,1
10,31,Female,Divorced,935.4063306,3/17/2022,28536.5,1206.485,Master's Degree,Arunachal Pradesh,Artist,policy3,In-Person,policy1,Group,Text,Mail,Afternoon,German,1
1552,21,Male,Married,1513.697268,12/29/2023,5305.1,249.805,Associate Degree,Haryana,Teacher,policy2,Phone,policy4,Group,Text,Mail,Weekends,German,1
1913,35,Female,Single,1455.945232,8/19/2022,36257.2,1600.887,Doctorate,Arunachal Pradesh,Doctor,policy4,Chat,policy3,Family,Mail,In-Person Meeting,Morning,English,1
2571,23,Female,Single,1556.03435,8/28/2022,35050.4,1510.33,Bachelor's Degree,Punjab,Lawyer,policy1,Phone,policy3,Group,In-Person Meeting,Phone,Morning,English,1
2761,28,Male,Single,1112.666223,5/6/2023,33571.8,1107.983,Master's Degree,Himachal Pradesh,Salesperson,policy1,Chat,policy2,Group,Text,Phone,Anytime,English,1
1981,26,Female,Divorced,2209.618983,2/24/2022,12129.5,365.434,Bachelor's Degree,Kerala,Teacher,policy1,Chat,policy1,Individual,Phone,Phone,Morning,Spanish,1
318,27,Female,Married,1680.81827,7/16/2023,27430.1,1049.268,Master's Degree,Puducherry,Manager,policy1,In-Person,policy4,Family,Phone,Mail,Weekends,English,1
57,31,Female,Single,660.1537144,12/30/2023,22780.4,895.363,Doctorate,Gujarat,Entrepreneur,policy2,Email,policy4,Family,Mail,In-Person Meeting,Evening,German,1
988,27,Female,Single,1582.510281,4/1/2024,13598.1,555.147,Bachelor's Degree,Manipur,Salesperson,policy1,In-Person,policy4,Business,Email,In-Person Meeting,Morning,Spanish,1
1809,22,Male,Single,1347.511612,11/29/2022,46591.6,2306.853,High School Diploma,Gujarat,Doctor,policy1,Mobile App,policy3,Business,Email,Mail,Anytime,Mandarin,1
3419,26,Female,Single,2000.988533,7/11/2023,48979.2,2335.119,High School Diploma,Himachal Pradesh,Salesperson,policy3,Chat,policy5,Group,Email,Text,Morning,French,1
1254,23,Male,Married,1869.847021,9/26/2022,30809,1348.747,Doctorate,Tripura,Doctor,policy5,In-Person,policy4,Business,Mail,Email,Morning,French,1
453,30,Female,Single,1535.177651,1/3/2024,19093.2,815.917,Doctorate,Lakshadweep,Entrepreneur,policy3,In-Person,policy2,Group,Text,In-Person Meeting,Weekends,French,1
1582,24,Female,Single,1884.440173,2/16/2022,14753.2,450.162,High School Diploma,Himachal Pradesh,Teacher,policy3,Chat,policy1,Group,In-Person Meeting,Text,Afternoon,Mandarin,1
1040,21,Male,Single,901.3707711,7/10/2022,42363.2,1538.764,Doctorate,Himachal Pradesh,Teacher,policy4,Email,policy2,Individual,Mail,Phone,Weekends,Mandarin,1
899,24,Male,Divorced,1769.22103,10/26/2023,40575.4,1520.159,Doctorate,Gujarat,Manager,policy3,Mobile App,policy5,Business,Text,Phone,Afternoon,French,1
3148,29,Female,Married,2037.81929,10/17/2023,35065.7,1707.304,Doctorate,Haryana,Entrepreneur,policy2,Chat,policy3,Business,Mail,Email,Morning,German,1
2093,29,Male,Single,1689.651822,7/19/2023,41283.3,1747.875,Master's Degree,Andaman and Nicobar Islands,Artist,policy1,Chat,policy3,Group,Phone,Text,Weekends,French,1
2344,27,Female,Married,1951.024406,12/10/2023,7771.2,250.192,Associate Degree,Karnataka,Artist,policy5,Phone,policy3,Group,Email,In-Person Meeting,Anytime,French,1
983,24,Female,Single,1904.691313,6/29/2022,34964.8,1490.769,Doctorate,Bihar,Artist,policy5,In-Person,policy1,Family,Email,Email,Anytime,French,1
1173,25,Female,Single,1647.209358,11/21/2022,29645.8,1240.938,High School Diploma,Madhya Pradesh,Teacher,policy3,Mobile App,policy4,Group,Email,Phone,Anytime,German,1
3253,20,Male,Single,2076.272021,8/19/2023,27399.2,992.568,Bachelor's Degree,Lakshadweep,Entrepreneur,policy5,In-Person,policy2,Individual,In-Person Meeting,Mail,Weekends,French,1
792,42,Male,Single,1575.836234,6/27/2022,13599.9,457.348,Associate Degree,Lakshadweep,Teacher,policy5,Email,policy2,Business,Mail,Phone,Anytime,French,1
3130,39,Male,Married,1497.320509,2/13/2024,33910.6,1530.157,Bachelor's Degree,Goa,Doctor,policy2,Chat,policy5,Individual,Phone,Mail,Anytime,French,1
1180,24,Male,Married,1802.474366,12/29/2023,6795.5,275.24,Associate Degree,Assam,Salesperson,policy3,Mobile App,policy4,Individual,Phone,Phone,Afternoon,German,1
1508,32,Male,Married,1476.544868,2/25/2024,27286.6,947.418,Doctorate,Uttarakhand,Entrepreneur,policy5,Phone,policy4,Business,Text,In-Person Meeting,Evening,French,1
2306,24,Female,Single,1975.163471,10/5/2023,27041.1,1266.623,Associate Degree,Daman and Diu,Salesperson,policy3,Mobile App,policy5,Individual,Phone,Mail,Anytime,German,1
3393,22,Female,Married,1459.179169,5/13/2022,33120.9,1126.729,Master's Degree,Goa,Salesperson,policy3,In-Person,policy4,Family,Mail,Mail,Afternoon,Mandarin,1
2091,35,Female,Single,2820.954534,3/12/2023,22408.8,1108.558,Associate Degree,Haryana,Doctor,policy3,Phone,policy5,Group,Mail,Text,Weekends,Mandarin,1
809,20,Male,Married,1829.159241,4/15/2022,38610.7,1567.828,Bachelor's Degree,Himachal Pradesh,Salesperson,policy2,In-Person,policy5,Group,Text,Email,Afternoon,French,1
3363,28,Male,Married,1916.131566,5/11/2022,5480.9,168.995,Master's Degree,Madhya Pradesh,Engineer,policy1,Mobile App,policy2,Group,Mail,Email,Afternoon,German,1
683,24,Female,Single,1775.736559,7/1/2023,35898.7,1531.167,Bachelor's Degree,Nagaland,Artist,policy3,Phone,policy4,Business,Email,Mail,Evening,German,1
2738,24,Male,Single,2137.336208,5/26/2023,20673,631.16,Associate Degree,Nagaland,Artist,policy3,Chat,policy4,Group,Email,Phone,Morning,German,1
2484,29,Female,Married,1042.339014,2/15/2024,40299.6,1778.645,Master's Degree,Sikkim,Entrepreneur,policy3,Chat,policy4,Group,Email,In-Person Meeting,Afternoon,English,1
3150,30,Female,Married,1715.023761,1/23/2022,49214.1,1825.471,Doctorate,Chhattisgarh,Engineer,policy3,Phone,policy3,Group,Email,Email,Anytime,English,1
380,33,Male,Single,2163.965473,10/28/2022,17368.4,864.136,High School Diploma,Tamil Nadu,Doctor,policy1,In-Person,policy1,Business,Mail,In-Person Meeting,Morning,French,1
1604,24,Male,Single,1869.760342,12/1/2023,18398.3,611.103,Master's Degree,Manipur,Artist,policy3,Mobile App,policy2,Individual,In-Person Meeting,Phone,Weekends,German,1
1339,22,Male,Divorced,1773.259179,1/26/2023,31768.3,1458.044,Master's Degree,Tamil Nadu,Salesperson,policy2,Phone,policy1,Business,Text,Email,Weekends,French,1
2128,26,Male,Single,1805.048555,11/11/2022,8875.6,393.393,Doctorate,Uttarakhand,Nurse,policy3,Chat,policy5,Individual,Mail,Phone,Anytime,Spanish,1
81,24,Female,Married,2268.1707,8/29/2022,30199.5,1070.456,High School Diploma,Andaman and Nicobar Islands,Lawyer,policy3,Phone,policy1,Individual,In-Person Meeting,Mail,Morning,German,1
1145,31,Male,Married,2069.406235,9/24/2022,25812.4,1287.594,Doctorate,West Bengal,Engineer,policy5,Mobile App,policy3,Group,Email,Text,Evening,German,1
749,21,Female,Divorced,1875.446814,3/1/2024,20557.6,705.553,Doctorate,Uttar Pradesh,Salesperson,policy5,Email,policy3,Individual,In-Person Meeting,Mail,Weekends,French,1
1547,29,Female,Single,1354.897149,3/13/2022,31451.2,1105.625,Doctorate,Goa,Entrepreneur,policy5,Phone,policy3,Business,In-Person Meeting,Phone,Evening,Mandarin,1
2811,24,Female,Single,1611.911071,6/20/2023,38835.7,1499.296,Doctorate,Andaman and Nicobar Islands,Doctor,policy3,Mobile App,policy3,Group,Mail,In-Person Meeting,Weekends,French,1
3011,20,Female,Married,995.4805157,3/9/2024,42998.9,1591.571,Doctorate,Madhya Pradesh,Entrepreneur,policy5,Phone,policy2,Family,Text,Text,Anytime,Spanish,1
2033,27,Female,Single,2656.167256,1/25/2022,19771.8,728.343,Master's Degree,Chhattisgarh,Entrepreneur,policy5,In-Person,policy2,Group,Mail,Phone,Evening,English,1
800,29,Female,Married,1912.563323,7/21/2022,8995.4,389.96,Associate Degree,Meghalaya,Artist,policy1,Email,policy2,Family,Text,Email,Afternoon,Mandarin,1
517,30,Female,Single,2173.770495,6/13/2022,16845.1,623.311,High School Diploma,Sikkim,Teacher,policy1,In-Person,policy2,Individual,Text,Email,Morning,Mandarin,1
674,36,Female,Divorced,2037.219658,1/21/2023,35152.8,1434.224,Master's Degree,Sikkim,Doctor,policy5,Chat,policy2,Individual,Text,In-Person Meeting,Weekends,Spanish,1
255,20,Male,Single,2125.165052,3/5/2024,15578.7,683.02,High School Diploma,Himachal Pradesh,Lawyer,policy1,Mobile App,policy4,Business,Mail,In-Person Meeting,Anytime,Mandarin,1
47,41,Male,Married,2202.356092,2/25/2024,16363.2,568.635,Doctorate,Telangana,Nurse,policy2,Phone,policy5,Business,Email,In-Person Meeting,Morning,French,1
1319,35,Female,Married,1372.676557,9/29/2023,41180.1,1360.611,High School Diploma,Uttar Pradesh,Salesperson,policy3,Email,policy2,Group,Email,Email,Afternoon,German,1
98,31,Female,Single,1875.057786,2/1/2024,48634.1,2066.622,Bachelor's Degree,Bihar,Manager,policy3,Phone,policy3,Family,Email,Mail,Morning,French,1
1457,29,Male,Single,1927.853978,3/5/2024,26309,933.054,Master's Degree,Andaman and Nicobar Islands,Nurse,policy5,Mobile App,policy4,Individual,Phone,Email,Afternoon,German,1
744,28,Female,Married,1841.711868,4/4/2023,39089.6,1865.828,Doctorate,Kerala,Teacher,policy4,Chat,policy4,Business,Text,Mail,Morning,German,1
272,20,Male,Single,1418.605332,6/23/2023,16285.9,774.382,Associate Degree,Madhya Pradesh,Nurse,policy2,Chat,policy5,Family,Mail,Phone,Evening,Spanish,1
301,29,Male,Married,2958.031643,5/21/2022,17015.1,679.07,Associate Degree,Nagaland,Entrepreneur,policy1,Chat,policy4,Business,Phone,Phone,Weekends,German,1
1174,20,Female,Married,1266.435736,1/31/2024,44294.2,1567.793,Master's Degree,Karnataka,Artist,policy3,Mobile App,policy3,Individual,Text,Text,Morning,German,1
382,32,Male,Married,1861.806939,8/14/2023,9109,292.237,Doctorate,Uttar Pradesh,Salesperson,policy1,Email,policy4,Business,Phone,In-Person Meeting,Weekends,French,1
2726,28,Male,Single,1791.049573,1/26/2023,7015.9,253.45,Bachelor's Degree,Andaman and Nicobar Islands,Engineer,policy5,In-Person,policy1,Group,Phone,In-Person Meeting,Anytime,German,1
2794,26,Female,Single,1519.174664,9/16/2023,18619.4,711.226,Bachelor's Degree,Chandigarh,Doctor,policy3,In-Person,policy4,Business,In-Person Meeting,Email,Evening,German,1
1499,30,Female,Married,1890.91185,6/4/2022,5449.9,198.77,Doctorate,West Bengal,Salesperson,policy1,Phone,policy2,Business,Mail,In-Person Meeting,Evening,French,1
980,25,Female,Single,2287.110013,8/24/2023,18376.7,804.312,High School Diploma,West Bengal,Artist,policy3,Email,policy4,Individual,Mail,Email,Afternoon,German,1
3225,20,Female,Single,2919.929152,2/14/2024,28806.7,999.386,High School Diploma,Odisha,Lawyer,policy5,Chat,policy1,Group,Mail,Email,Weekends,German,1
636,31,Female,Married,1592.691179,9/4/2022,40060.5,1918.25,Bachelor's Degree,Gujarat,Entrepreneur,policy2,Email,policy2,Business,Mail,In-Person Meeting,Morning,English,1
2414,25,Female,Single,914.75265,2/6/2023,42503.7,1769.999,Associate Degree,Dadra and Nagar Haveli,Entrepreneur,policy3,In-Person,policy4,Business,In-Person Meeting,Mail,Evening,German,1
2908,27,Female,Single,2045.5581,5/8/2023,15038.6,571.113,Bachelor's Degree,Uttar Pradesh,Entrepreneur,policy2,In-Person,policy2,Group,Text,In-Person Meeting,Morning,French,1
3388,24,Female,Single,1975.669561,3/15/2024,29330.7,1312.597,Doctorate,Sikkim,Engineer,policy4,Chat,policy5,Individual,Email,Phone,Morning,Spanish,1
3364,23,Female,Single,1599.206997,6/13/2023,18450.8,599.72,Associate Degree,West Bengal,Entrepreneur,policy2,In-Person,policy5,Group,Phone,Email,Weekends,French,1
3330,30,Female,Married,2079.909183,9/29/2023,36683.7,1430.936,Associate Degree,Rajasthan,Doctor,policy5,In-Person,policy3,Individual,Mail,Email,Afternoon,French,1
2200,34,Female,Single,837.4458915,9/22/2023,30893,1412.213,Master's Degree,Madhya Pradesh,Manager,policy4,Mobile App,policy3,Group,Phone,In-Person Meeting,Evening,German,1
1287,23,Female,Divorced,2064.227845,11/3/2023,14525.7,580.521,Associate Degree,Daman and Diu,Entrepreneur,policy5,Email,policy1,Group,Phone,Text,Evening,English,1
664,22,Female,Married,1413.093887,8/20/2022,21631.9,1057.633,Master's Degree,Bihar,Nurse,policy5,Phone,policy2,Family,Text,In-Person Meeting,Anytime,French,1
3082,34,Male,Single,2245.324283,8/28/2022,24596.7,1053.709,Associate Degree,Maharashtra,Engineer,policy2,In-Person,policy3,Group,Phone,Email,Morning,English,1
1223,22,Male,Single,2307.393037,12/24/2022,35291.8,1111.789,Associate Degree,Tamil Nadu,Entrepreneur,policy5,Mobile App,policy4,Group,Phone,Phone,Morning,English,1
3061,32,Male,Divorced,2181.225525,9/19/2022,24477.6,749.594,Doctorate,Goa,Manager,policy3,Mobile App,policy5,Business,Text,In-Person Meeting,Afternoon,French,1
2100,30,Female,Single,1451.934104,4/13/2023,15894,597.546,Associate Degree,Uttarakhand,Engineer,policy3,Mobile App,policy1,Group,Mail,Email,Weekends,French,1
1752,29,Male,Divorced,2135.789081,3/29/2024,9423.8,406.444,Bachelor's Degree,Andaman and Nicobar Islands,Doctor,policy2,In-Person,policy1,Group,Email,In-Person Meeting,Weekends,German,1
2669,36,Male,Single,1920.512481,4/13/2022,19270.9,616.352,Associate Degree,Tamil Nadu,Doctor,policy3,Mobile App,policy1,Individual,Phone,Mail,Morning,Spanish,1
2385,21,Male,Married,1382.130626,12/28/2023,11069.2,509.853,Associate Degree,Madhya Pradesh,Salesperson,policy2,Email,policy5,Individual,Mail,Mail,Morning,Mandarin,1
3017,23,Male,Single,1409.536028,9/11/2022,43302.9,1966.305,Master's Degree,Telangana,Doctor,policy1,Phone,policy2,Family,Mail,In-Person Meeting,Afternoon,German,1
2069,25,Male,Single,1665.490941,8/1/2023,17998.1,676.618,Doctorate,Gujarat,Engineer,policy3,In-Person,policy2,Family,Text,Email,Afternoon,Mandarin,1
389,23,Female,Single,2402.799843,6/25/2022,19220.2,843.822,Doctorate,Haryana,Nurse,policy5,Mobile App,policy5,Group,Email,Text,Evening,German,1
1998,28,Female,Single,1970.291104,12/1/2023,7362.4,234.565,Master's Degree,Assam,Artist,policy3,Email,policy3,Group,Phone,Phone,Weekends,French,1
1997,24,Male,Married,1855.928675,8/16/2022,15955.6,723.833,Master's Degree,Arunachal Pradesh,Artist,policy1,Mobile App,policy2,Family,Email,Text,Weekends,French,1
2378,39,Male,Divorced,857.7225815,8/10/2022,30917.8,1158.372,Associate Degree,Mizoram,Engineer,policy1,In-Person,policy1,Individual,Mail,In-Person Meeting,Weekends,French,1
3152,20,Male,Married,1789.877669,1/6/2024,10129.3,500.37,Doctorate,Dadra and Nagar Haveli,Salesperson,policy2,Email,policy4,Group,Email,Mail,Anytime,German,1
